Node,WiD1,WiD2,WiD3,WiH1,WiH2,WiH3
1718,5,64,1231,5,40,588
1719,6,82,1357,6,48,680
1720,5,105,2084,5,46,917
1721,6,145,2504,5,59,1210
1722,6,255,5250,5,73,2199
1723,8,65,1007,5,53,523
1724,5,311,6515,5,80,2703
1725,5,154,3150,5,59,1357
1726,5,115,2604,5,48,1035
1727,5,74,1654,5,44,680
1728,6,234,4617,5,67,1988
1729,5,107,2283,5,45,921
1730,5,154,3405,5,57,1428
1731,5,46,1125,5,34,445
1732,5,78,1679,5,40,700
1733,5,135,3060,5,54,1236
1734,5,65,1329,5,39,581
1735,5,220,5103,5,69,2021
1736,5,184,3631,5,54,1553
1737,5,81,1796,5,42,724
1738,5,74,1302,5,40,613
1739,7,91,1880,5,54,805
1740,5,41,824,5,33,371
1741,5,47,1138,5,34,440
1742,5,170,2974,5,49,1386
1743,5,193,3884,5,68,1679
1744,7,80,1486,5,52,689
1745,5,267,5379,5,67,2283
1746,5,43,1191,5,33,432
1747,5,152,3143,5,56,1348
1748,5,338,6746,5,79,2863
1749,5,71,1340,5,40,607
1750,5,128,2637,5,50,1113
1751,5,248,4579,5,63,2040
1752,6,52,1096,5,41,468
1753,6,149,3420,5,57,1327
1754,5,125,2084,5,48,1014
1755,6,282,5342,5,74,2352
1756,5,60,1255,5,37,536
1757,5,45,890,5,33,400
1758,5,55,958,5,36,465
1759,6,179,3448,5,55,1510
1760,5,144,3038,5,51,1269
1761,5,162,3551,5,55,1451
1762,5,93,1879,5,46,821
1763,5,49,877,5,33,411
1764,5,118,2530,5,50,1065
1765,5,71,1709,5,42,679
1766,5,101,2004,5,49,892
1767,5,143,2767,5,49,1206
1768,5,90,1351,5,43,713
1769,5,69,1623,5,39,636
1770,5,254,5278,5,69,2188
1771,5,66,1644,5,41,627
1772,5,77,1802,5,40,707
1773,6,125,2458,6,60,1108
1774,5,95,1931,5,47,844
1775,5,71,1564,5,40,639
1776,7,230,4743,5,72,1997
1777,5,110,1858,5,47,903
1778,5,220,4600,5,62,1924
1779,5,122,2992,5,56,1158
1780,5,199,3893,5,56,1666
1781,5,112,2195,5,50,966
1782,5,112,2536,5,54,1034
1783,6,205,4487,5,70,1803
1784,5,341,7507,5,90,3010
1785,6,75,1758,5,47,697
1786,5,201,3982,5,56,1713
1787,6,161,3532,5,66,1412
1788,5,179,4324,5,63,1674
1789,5,119,1886,5,51,967
1790,5,56,1438,5,37,558
1791,5,54,1272,5,37,515
1792,5,68,1401,5,42,617
1793,5,50,869,5,35,414
1794,5,85,1543,5,42,727
1795,5,123,2930,5,61,1198
1796,6,284,5956,5,76,2475
1797,5,77,1776,5,45,699
1798,5,148,2969,5,58,1298
1799,6,60,1234,5,43,542
1800,5,61,1287,5,40,558
1801,5,58,932,5,38,474
1802,5,102,2558,5,49,985
1803,5,170,3384,5,61,1487
1804,5,67,1439,5,37,579
1805,5,82,1384,5,41,663
1806,5,73,1398,5,38,621
1807,6,51,900,5,41,452
1808,5,159,3559,5,59,1453
1809,5,72,1422,5,42,638
1810,5,187,3456,5,54,1539
1811,5,76,1208,5,38,597
1812,5,304,6445,5,81,2678
1813,5,125,2464,5,51,1091
1814,5,123,2952,5,52,1161
1815,5,64,1542,5,39,594
1816,5,78,1692,5,43,700
1817,5,40,905,5,33,380
1818,5,68,1530,5,41,625
1819,5,63,1491,5,40,624
1820,5,198,3920,5,57,1680
1821,5,64,1368,5,38,584
1822,5,91,1850,5,49,832
1823,6,174,3419,5,61,1457
1824,5,272,5895,5,72,2378
1825,5,139,3205,5,53,1301
1826,6,309,6058,5,80,2633
1827,5,148,3121,5,51,1282
1828,5,44,658,5,33,362
1829,5,162,4518,5,62,1629
1830,5,51,1111,5,37,474
1831,5,154,3179,5,53,1346
1832,5,241,4582,5,63,2013
1833,6,213,4419,5,70,1836
1834,6,255,5409,6,77,2249
1835,5,159,3491,5,55,1429
1836,5,208,4086,5,59,1761
1837,5,64,1342,5,39,562
1838,7,155,3250,6,71,1395
1839,5,84,1924,5,45,751
1840,5,72,1566,5,40,646
1841,5,148,3743,5,56,1424
1842,5,148,3471,5,52,1378
1843,5,104,2121,5,51,946
1844,5,121,2459,5,51,1070
1845,5,72,1612,5,42,669
1846,6,67,1544,5,45,620
1847,5,60,1511,5,37,572
1848,5,56,966,5,37,466
1849,5,39,1191,5,31,420
1850,6,350,7032,5,91,3004
1851,5,134,2671,5,54,1165
1852,5,215,4402,5,60,1842
1853,6,51,1564,5,43,548
1854,5,72,1299,5,38,611
1855,5,50,1056,5,34,459
1856,5,58,1053,5,36,487
1857,5,288,5245,5,71,2369
1858,6,53,1138,5,41,482
1859,5,107,2446,5,44,953
1860,8,71,1284,5,55,621
1861,5,122,2312,5,52,1039
1862,7,206,3911,6,69,1737
1863,5,169,3658,5,59,1506
1864,5,156,3511,5,57,1440
1865,7,97,1832,5,57,855
1866,5,130,3052,5,58,1222
1867,5,69,1572,5,42,625
1868,5,144,2752,5,58,1216
1869,5,107,2312,5,51,951
1870,5,166,3654,5,57,1496
1871,5,100,1749,5,45,825
1872,5,42,913,5,33,377
1873,5,154,3222,5,52,1340
1874,5,101,1948,5,47,879
1875,6,100,2031,6,53,892
1876,5,193,3850,5,57,1648
1877,5,62,1264,5,38,551
1878,5,186,3920,5,62,1635
1879,5,57,1102,5,36,493
1880,5,96,2135,5,45,876
1881,5,141,2396,5,53,1143
1882,5,125,2745,5,52,1118
1883,5,116,2247,5,53,1022
1884,5,146,3360,5,52,1310
1885,6,94,1992,5,51,849
1886,5,73,1101,5,35,580
1887,5,59,930,5,38,480
1888,7,99,2149,5,55,881
1889,5,76,1585,5,44,693
1890,6,163,3033,5,60,1361
1891,5,198,3607,5,60,1623
1892,5,197,4046,5,70,1747
1893,5,107,2302,5,46,944
1894,5,163,3217,5,56,1380
1895,5,136,3391,5,51,1305
1896,5,47,697,5,34,383
1897,5,105,1958,5,46,891
1898,5,93,1826,5,46,823
1899,5,120,2464,5,50,1065
1900,5,393,7927,5,88,3351
1901,6,122,2839,5,55,1094
1902,5,170,3776,5,60,1520
1903,5,151,3442,5,56,1405
1904,5,73,1565,5,41,630
1905,5,68,1529,5,42,650
1906,5,329,7217,5,84,2912
1907,5,186,3246,5,56,1515
1908,5,74,1630,5,46,688
1909,5,67,1544,5,40,631
1910,5,130,2470,5,52,1114
1911,5,124,2385,5,50,1068
1912,5,144,3284,5,56,1308
1913,5,151,2921,5,55,1278
1914,5,147,3698,5,56,1403
1915,5,67,1276,5,40,594
1916,5,174,3282,5,53,1459
1917,5,95,2396,5,45,886
1918,6,152,3104,5,64,1320
1919,5,159,3173,5,54,1364
1920,5,47,1076,5,34,447
1921,5,90,2027,5,48,833
1922,5,44,1195,5,35,442
1923,5,84,1918,5,40,761
1924,6,87,1821,5,48,762
1925,6,65,1230,5,41,548
1926,5,110,2392,5,53,1007
1927,5,55,1135,5,38,500
1928,5,179,3174,5,50,1458
1929,5,100,2196,5,47,912
1930,5,96,1985,5,42,838
1931,5,50,1098,5,35,451
1932,5,76,1603,5,43,675
1933,5,104,2081,5,46,889
1934,5,154,3316,5,52,1361
1935,5,61,1268,5,37,563
1936,5,231,4827,5,61,2000
1937,5,143,2797,5,51,1201
1938,5,128,2239,5,50,1046
1939,5,87,1955,5,47,809
1940,5,96,2066,5,50,881
1941,5,75,1370,5,40,637
1942,5,66,1588,5,38,609
1943,5,68,1738,5,39,666
1944,5,96,2172,5,47,882
1945,5,61,1393,5,42,562
1946,5,123,2924,5,50,1113
1947,5,134,2719,5,56,1176
1948,5,59,1122,5,37,504
1949,5,131,2922,5,52,1158
1950,5,136,2719,5,49,1182
1951,5,147,3029,5,56,1273
1952,5,243,5013,5,68,2106
1953,5,106,2061,5,48,909
1954,5,129,2613,5,55,1100
1955,5,72,1692,5,38,662
1956,5,106,2494,5,54,998
1957,5,128,2514,5,46,1092
1958,5,179,4243,5,63,1651
1959,5,248,5326,5,68,2163
1960,5,41,796,5,32,364
1961,5,80,1446,5,44,687
1962,6,96,1927,5,49,841
1963,5,71,1468,5,41,647
1964,5,103,2280,5,49,952
1965,5,255,5437,5,72,2234
1966,5,103,1785,5,46,864
1967,5,157,3307,5,57,1401
1968,5,129,3343,5,53,1243
1969,5,107,2402,5,47,964
1970,5,366,8230,5,89,3292
1971,5,130,2932,5,49,1177
1972,5,208,4805,5,66,1929
1973,5,139,3134,5,52,1257
1974,5,76,1723,5,46,714
1975,5,103,2413,5,47,955
1976,5,180,3702,5,52,1541
1977,5,159,3205,5,52,1378
1978,5,108,2538,5,51,1009
1979,5,172,3242,5,55,1429
1980,5,49,961,5,34,442
1981,5,178,3940,5,58,1604
1982,5,146,3091,5,51,1296
1983,5,81,1742,5,41,713
1984,5,52,951,5,35,443
1985,5,80,1567,5,41,668
1986,5,48,1215,5,34,468
1987,5,149,2935,5,56,1304
1988,5,185,4517,5,67,1748
1989,5,128,2584,5,46,1082
1990,5,79,1713,5,40,693
1991,5,86,1664,5,42,727
1992,5,141,3203,5,52,1291
1993,5,57,947,5,39,486
1994,5,253,5401,5,66,2196
1995,5,144,3698,5,56,1388
1996,5,161,3383,5,56,1425
1997,5,73,1538,5,45,670
1998,5,65,971,5,40,533
1999,5,53,1083,5,35,469
